sample_id,voice_id,voice_name,gender,accent,age_group,sentence_id,sentence_text,augmentation_type,filepath,duration_seconds
Sarah_american_s04_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Sarah_american/medium_noise/sentence_04.wav,3.0650416666666667
Sarah_american_s05_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Sarah_american/medium_noise/sentence_05.wav,2.5542083333333334
Sarah_american_s06_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,6,"Hello, how are you?",medium_noise,audio/Sarah_american/medium_noise/sentence_06.wav,1.2074583333333333
Sarah_american_s07_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Sarah_american/medium_noise/sentence_07.wav,3.1115
Sarah_american_s08_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Sarah_american/medium_noise/sentence_08.wav,7.244625
Sarah_american_s09_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Sarah_american/medium_noise/sentence_09.wav,2.972166666666667
Sarah_american_s10_medium_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Sarah_american/medium_noise/sentence_10.wav,2.7399583333333335
Alice_british_s01_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Alice_british/medium_noise/sentence_01.wav,3.0185833333333334
Alice_british_s02_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Alice_british/medium_noise/sentence_02.wav,2.3684583333333333
Alice_british_s03_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,3,She sells seashells by the seashore,medium_noise,audio/Alice_british/medium_noise/sentence_03.wav,2.1826666666666665
Alice_british_s04_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Alice_british/medium_noise/sentence_04.wav,3.390125
Alice_british_s05_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Alice_british/medium_noise/sentence_05.wav,3.204375
Alice_british_s06_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,6,"Hello, how are you?",medium_noise,audio/Alice_british/medium_noise/sentence_06.wav,1.4860833333333334
Alice_british_s07_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Alice_british/medium_noise/sentence_07.wav,3.483
Alice_british_s08_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Alice_british/medium_noise/sentence_08.wav,8.034125
Alice_british_s09_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Alice_british/medium_noise/sentence_09.wav,3.0650416666666667
Alice_british_s10_medium_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Alice_british/medium_noise/sentence_10.wav,3.204375
Roger_american_s01_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Roger_american/medium_noise/sentence_01.wav,2.8792916666666666
Roger_american_s02_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Roger_american/medium_noise/sentence_02.wav,2.600625
Roger_american_s03_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Roger_american/medium_noise/sentence_03.wav,2.229125
Roger_american_s04_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Roger_american/medium_noise/sentence_04.wav,3.0185833333333334
Roger_american_s05_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Roger_american/medium_noise/sentence_05.wav,2.414875
Roger_american_s06_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Roger_american/medium_noise/sentence_06.wav,1.4860833333333334
Roger_american_s07_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Roger_american/medium_noise/sentence_07.wav,3.0185833333333334
Roger_american_s08_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Roger_american/medium_noise/sentence_08.wav,6.9195416666666665
Roger_american_s09_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Roger_american/medium_noise/sentence_09.wav,2.8328333333333333
Roger_american_s10_medium_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Roger_american/medium_noise/sentence_10.wav,2.8328333333333333
George_british_s01_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/George_british/medium_noise/sentence_01.wav,2.7399583333333335
George_british_s02_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/George_british/medium_noise/sentence_02.wav,2.461333333333333
George_british_s03_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,3,She sells seashells by the seashore,medium_noise,audio/George_british/medium_noise/sentence_03.wav,2.1826666666666665
George_british_s04_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/George_british/medium_noise/sentence_04.wav,3.29725
George_british_s05_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/George_british/medium_noise/sentence_05.wav,3.0185833333333334
George_british_s06_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,6,"Hello, how are you?",medium_noise,audio/George_british/medium_noise/sentence_06.wav,1.4860833333333334
George_british_s07_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/George_british/medium_noise/sentence_07.wav,3.1115
George_british_s08_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/George_british/medium_noise/sentence_08.wav,6.966
George_british_s09_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/George_british/medium_noise/sentence_09.wav,2.7399583333333335
George_british_s10_medium_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/George_british/medium_noise/sentence_10.wav,2.8792916666666666
Charlie_australian_s01_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Charlie_australian/medium_noise/sentence_01.wav,2.6470833333333332
Charlie_australian_s02_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Charlie_australian/medium_noise/sentence_02.wav,2.229125
Charlie_australian_s03_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,3,She sells seashells by the seashore,medium_noise,audio/Charlie_australian/medium_noise/sentence_03.wav,1.9969166666666667
Charlie_australian_s04_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Charlie_australian/medium_noise/sentence_04.wav,2.7399583333333335
Charlie_australian_s05_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Charlie_australian/medium_noise/sentence_05.wav,2.322
Charlie_australian_s06_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,6,"Hello, how are you?",medium_noise,audio/Charlie_australian/medium_noise/sentence_06.wav,1.4860833333333334
Charlie_australian_s07_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Charlie_australian/medium_noise/sentence_07.wav,3.0185833333333334
Charlie_australian_s08_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Charlie_australian/medium_noise/sentence_08.wav,7.476833333333333
Charlie_australian_s09_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Charlie_australian/medium_noise/sentence_09.wav,2.6470833333333332
Charlie_australian_s10_medium_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Charlie_australian/medium_noise/sentence_10.wav,2.8792916666666666
Laura_american_s01_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Laura_american/medium_noise/sentence_01.wav,2.7399583333333335
Laura_american_s02_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Laura_american/medium_noise/sentence_02.wav,2.50775
Laura_american_s03_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Laura_american/medium_noise/sentence_03.wav,2.043375
Laura_american_s04_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Laura_american/medium_noise/sentence_04.wav,3.1115
Laura_american_s05_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Laura_american/medium_noise/sentence_05.wav,3.0650416666666667
Laura_american_s06_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,6,"Hello, how are you?",medium_noise,audio/Laura_american/medium_noise/sentence_06.wav,1.34675
Laura_american_s07_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Laura_american/medium_noise/sentence_07.wav,3.0650416666666667
Laura_american_s08_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Laura_american/medium_noise/sentence_08.wav,6.966
Laura_american_s09_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Laura_american/medium_noise/sentence_09.wav,2.6935416666666665
Laura_american_s10_medium_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Laura_american/medium_noise/sentence_10.wav,2.925708333333333
Daniel_british_s01_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Daniel_british/medium_noise/sentence_01.wav,3.1579166666666665
Daniel_british_s02_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Daniel_british/medium_noise/sentence_02.wav,3.0650416666666667
Daniel_british_s03_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,3,She sells seashells by the seashore,medium_noise,audio/Daniel_british/medium_noise/sentence_03.wav,2.6470833333333332
Daniel_british_s04_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Daniel_british/medium_noise/sentence_04.wav,3.9009583333333335
Daniel_british_s05_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Daniel_british/medium_noise/sentence_05.wav,4.226041666666666
Daniel_british_s06_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,6,"Hello, how are you?",medium_noise,audio/Daniel_british/medium_noise/sentence_06.wav,1.4860833333333334
Daniel_british_s07_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Daniel_british/medium_noise/sentence_07.wav,3.204375
Daniel_british_s08_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Daniel_british/medium_noise/sentence_08.wav,9.47375
Daniel_british_s09_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Daniel_british/medium_noise/sentence_09.wav,2.972166666666667
Daniel_british_s10_medium_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Daniel_british/medium_noise/sentence_10.wav,3.5294583333333334
Callum_american_s01_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Callum_american/medium_noise/sentence_01.wav,3.1579166666666665
Callum_american_s02_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Callum_american/medium_noise/sentence_02.wav,2.7864166666666668
Callum_american_s03_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Callum_american/medium_noise/sentence_03.wav,2.600625
Callum_american_s04_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Callum_american/medium_noise/sentence_04.wav,3.761625
Callum_american_s05_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Callum_american/medium_noise/sentence_05.wav,3.8080833333333333
Callum_american_s06_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Callum_american/medium_noise/sentence_06.wav,1.5789583333333332
Callum_american_s07_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Callum_american/medium_noise/sentence_07.wav,3.622333333333333
Callum_american_s08_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Callum_american/medium_noise/sentence_08.wav,8.219875
Callum_american_s09_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Callum_american/medium_noise/sentence_09.wav,3.1115
Callum_american_s10_medium_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Callum_american/medium_noise/sentence_10.wav,3.5294583333333334
River_american_s01_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/River_american/medium_noise/sentence_01.wav,2.6470833333333332
River_american_s02_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/River_american/medium_noise/sentence_02.wav,2.3684583333333333
River_american_s03_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/River_american/medium_noise/sentence_03.wav,2.13625
River_american_s04_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/River_american/medium_noise/sentence_04.wav,2.8328333333333333
River_american_s05_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/River_american/medium_noise/sentence_05.wav,2.1826666666666665
River_american_s06_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,6,"Hello, how are you?",medium_noise,audio/River_american/medium_noise/sentence_06.wav,1.253875
River_american_s07_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/River_american/medium_noise/sentence_07.wav,2.8328333333333333
River_american_s08_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/River_american/medium_noise/sentence_08.wav,7.1982083333333335
River_american_s09_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/River_american/medium_noise/sentence_09.wav,2.6935416666666665
River_american_s10_medium_noise,River_american,"River - Relaxed, Neutral, Informative",neutral,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/River_american/medium_noise/sentence_10.wav,2.7399583333333335
Harry_american_s01_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Harry_american/medium_noise/sentence_01.wav,2.8792916666666666
Harry_american_s02_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Harry_american/medium_noise/sentence_02.wav,2.600625
Harry_american_s03_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Harry_american/medium_noise/sentence_03.wav,2.0897916666666667
Harry_american_s04_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Harry_american/medium_noise/sentence_04.wav,3.622333333333333
Harry_american_s05_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Harry_american/medium_noise/sentence_05.wav,3.8080833333333333
Harry_american_s06_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Harry_american/medium_noise/sentence_06.wav,1.6718333333333333
Harry_american_s07_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Harry_american/medium_noise/sentence_07.wav,3.204375
Harry_american_s08_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Harry_american/medium_noise/sentence_08.wav,6.966
Harry_american_s09_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Harry_american/medium_noise/sentence_09.wav,2.7399583333333335
Harry_american_s10_medium_noise,Harry_american,Harry - Fierce Warrior,male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Harry_american/medium_noise/sentence_10.wav,2.8792916666666666
Liam_american_s01_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Liam_american/medium_noise/sentence_01.wav,2.7399583333333335
Liam_american_s02_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Liam_american/medium_noise/sentence_02.wav,2.5542083333333334
Liam_american_s03_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Liam_american/medium_noise/sentence_03.wav,2.1826666666666665
Liam_american_s04_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Liam_american/medium_noise/sentence_04.wav,3.575875
Liam_american_s05_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Liam_american/medium_noise/sentence_05.wav,2.8792916666666666
Liam_american_s06_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Liam_american/medium_noise/sentence_06.wav,1.6254166666666667
Liam_american_s07_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Liam_american/medium_noise/sentence_07.wav,2.925708333333333
Liam_american_s08_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Liam_american/medium_noise/sentence_08.wav,7.430375
Liam_american_s09_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Liam_american/medium_noise/sentence_09.wav,2.925708333333333
Liam_american_s10_medium_noise,Liam_american,"Liam - Energetic, Social Media Creator",male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Liam_american/medium_noise/sentence_10.wav,2.925708333333333
Matilda_american_s01_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Matilda_american/medium_noise/sentence_01.wav,2.8792916666666666
Matilda_american_s02_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Matilda_american/medium_noise/sentence_02.wav,2.5542083333333334
Matilda_american_s03_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Matilda_american/medium_noise/sentence_03.wav,2.0897916666666667
Matilda_american_s04_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Matilda_american/medium_noise/sentence_04.wav,3.1115
Matilda_american_s05_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Matilda_american/medium_noise/sentence_05.wav,2.7864166666666668
Matilda_american_s06_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,6,"Hello, how are you?",medium_noise,audio/Matilda_american/medium_noise/sentence_06.wav,1.5789583333333332
Matilda_american_s07_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Matilda_american/medium_noise/sentence_07.wav,2.972166666666667
Matilda_american_s08_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Matilda_american/medium_noise/sentence_08.wav,7.894791666666666
Matilda_american_s09_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Matilda_american/medium_noise/sentence_09.wav,2.7864166666666668
Matilda_american_s10_medium_noise,Matilda_american,"Matilda - Knowledgable, Professional",female,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Matilda_american/medium_noise/sentence_10.wav,2.8792916666666666
Will_american_s01_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Will_american/medium_noise/sentence_01.wav,3.0185833333333334
Will_american_s02_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Will_american/medium_noise/sentence_02.wav,2.6470833333333332
Will_american_s03_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Will_american/medium_noise/sentence_03.wav,2.2755833333333335
Will_american_s04_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Will_american/medium_noise/sentence_04.wav,3.66875
Will_american_s05_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Will_american/medium_noise/sentence_05.wav,2.50775
Will_american_s06_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,6,"Hello, how are you?",medium_noise,audio/Will_american/medium_noise/sentence_06.wav,1.439625
Will_american_s07_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,medium_noise,audio/Will_american/medium_noise/sentence_07.wav,2.8328333333333333
Will_american_s08_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",medium_noise,audio/Will_american/medium_noise/sentence_08.wav,6.9195416666666665
Will_american_s09_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,medium_noise,audio/Will_american/medium_noise/sentence_09.wav,2.8328333333333333
Will_american_s10_medium_noise,Will_american,Will - Relaxed Optimist,male,american,unknown,10,Please review the quarterly report before the deadline,medium_noise,audio/Will_american/medium_noise/sentence_10.wav,2.972166666666667
Jessica_american_s01_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,1,The quick brown fox jumps over the lazy dog,medium_noise,audio/Jessica_american/medium_noise/sentence_01.wav,2.7864166666666668
Jessica_american_s02_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,2,Pack my box with five dozen liquor jugs,medium_noise,audio/Jessica_american/medium_noise/sentence_02.wav,2.2755833333333335
Jessica_american_s03_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,3,She sells seashells by the seashore,medium_noise,audio/Jessica_american/medium_noise/sentence_03.wav,1.9969166666666667
Jessica_american_s04_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,4,"Um... so the weather is, like, really nice today",medium_noise,audio/Jessica_american/medium_noise/sentence_04.wav,3.483
Jessica_american_s05_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,5,"I think—no wait—let me check that again, yeah",medium_noise,audio/Jessica_american/medium_noise/sentence_05.wav,3.9009583333333335
Jessica_american_s06_medium_noise,Jessica_american,"Jessica - Playful, Bright, Warm",female,american,unknown,6,"Hello, how are you?",medium_noise,audio/Jessica_american/medium_noise/sentence_06.wav,1.253875
